id,question
436411,That artwork from the Renaissance featuring a somber blend of men and women with a religious theme.
437182,Find the painting with ivory skin and bright blush featuring a lively array of flowers and a blue ribbon.
437182,Looking for 18th-century French aristocratic portraits with visible pentimenti of ribbons and hair adjustments.
437182,Are there any oil on canvas paintings where a woman's neck is accentuated by a bright blue ribbon?
437182,I'm interested in a painting where contrasting skin tones and floral elements create a serene mood.
435614,painting of a mother and child with a young boy and a mill in the background
435614,seeking an oil and gold artwork where Saint John the Baptist appears as a child with the Virgin Mary
435614,16th century religious piece showing a domestic scene through a window
435614,looking for a serene painting with golden tones and a copy of a mill from a Netherlandish painting
440367,What's that painting with the unfinished look of a landscape between Tivoli and Subiaco?
440367,I'm curious about an oil on paper piece that depicts the road to Olevano Romano with a sketch-like quality.
440367,"Show me a painting from the 1830s landscape of Italy, specifically one laid down on canvas and unfinished."
440367,What painting captures a scenic view with a distinctive silhouette that's popular among artists traveling in Italy?
436945,"Explore oil paintings featuring a woman as a matador, where her shoes seem unsuitable for bullfighting."
436945,Looking for artworks that depict a female figure in a Renaissance-inspired pose with a nod to bullfighting aesthetics.
436945,"Show me paintings related to Goya’s bullfighting scenes, but with a woman depicted in the matador role."
436945,"Find 19th-century European paintings where a woman is shown in a traditionally male role, like a bullfighter."
436945,Are there any artworks that combine a playful pink cape with a bullfighting theme?
438128,What's the painting with a family getting off a boat with mountains in the background?
438128,Is there a painting in the museum that depicts a monumental Virgin Mary with a cool color palette?
438128,"Looking for a work similar to 18th-century landscape scenes, but with an imaginary Nile river setting."
438128,Show me an 18th-century oil painting featuring a prostrate angel near a river crossing.
438128,Can you help me find a painting with an asymmetrical composition and quivering outlines of landscapes?
435717,"Looking for a painting where a woman is playing a lute with a man, and there's a symbolic watch on the table."
435717,"Can you show me a 17th-century painting featuring lovers and a songbook, highlighting the fleeting nature of their affair?"
435717,"Are there any Dutch paintings with a woman playing a musical instrument while a man watches, similar to the intimate scenes of Vermeer?"
435717,I'm interested in oil on wood artworks from the Dutch Golden Age that depict music and courtship.
435717,"Show me that painting of a woman with a lute and a man beside her, it has a warm, intimate feel to it."
437242,"A painting depicting the crucifixion, focusing on the presence of soldiers and horses in the scene."
437242,Are there any artworks that display the Virgin Mary at the crucifixion with men and horses nearby?
437242,Looking for a canvas with vibrant oil colors illustrating the crucifixion amidst soldiers.
437242,"Show me an oil painting where Christ is on the cross, surrounded by men and horses in a dramatic scene."
437242,"What's the painting that combines the themes of crucifixion and soldiers, emphasizing the Virgin Mary in the composition?"
435818,Looking for a painting featuring upper-class Cologne citizens with a woman holding a carnation.
435818,"Show me portraits where the woman's hairstyle indicates engagement, not marriage."
435818,Is there a Renaissance painting with a carnation symbolizing betrothal?
435818,Find a 16th-century oil on oak portrait from Cologne depicting a couple.
435818,"A portrait with oak medium, braided hair, and symbolic flowers."
435733,Show me the painting that features angels pulling back curtains and a Madonna figure.
435733,Can you help me find a Renaissance artwork with saints and a Madonna on a wooden throne?
435733,Looking for a painting with Botticelli-inspired angels in a religious scene.
435733,Are there any tempera paintings from the 1400s depicting a Madonna with saints in a church setting?
435733,"I'm interested in a serene painting with a rich, warm palette depicting an enthroned figure with angelic attendants."
437157,"Looking for a painting with Christ, wild animals, and a mysterious creature at his feet"
437157,Show me artwork that depicts Christ introspective among animals and angels overhead
437157,Is there a painting similar to Renaissance works with unique animals like a basilisk?
437157,Please find an oil painting from the Renaissance featuring Christ with serene wildlife around him
437157,"Interested in paintings with a calm mood and animals, where angels were uncovered by conservators"
888924,"I'm looking for a still life with a vase of flowers and grapes, painted by a marquise."
888924,Is there a painting that includes both peaches and a melon in a still life with flowers?
888924,Show me an 18th-century French painting by a student of Van Spaendonck focusing on flower arrangement.
888924,"Help me find a painting with a vibrant fruit display, featuring an oil canvas by an aristocratic lady."
888924,"Are there any artworks called the Raphael of flower painting, showcasing grapes and peaches together?"
437214,Can you help me find the painting with Saint Anthony in an unfinished brick wall scene?
437214,Looking for a piece depicting charity with a mix of church interiors and active generosity scenes.
437214,Is there an Antwerp Mannerist painting showing a saint listening to a sermon surrounded by children and dogs?
437214,Any early 16th-century Netherlandish oil painting of a religious figure amidst a brick wall and acts of charity?
437214,"Show me a painting with a contrasting theme of ritual and charity, featuring a saint and divided composition."
436216,What is the painting featuring a young woman with a gold-trimmed robe and a Roman theme?
436216,Looking for a portrait where a woman is depicted as a Roman priestess with a brazier.
436216,Which 18th-century painting involves a woman in historic disguise in oil on canvas?
436216,Show me artworks with women dressed in non-contemporary costumes from ancient myths.
436216,"Find a painting with a serene mood and the theme of unveiling, where the subject is a woman in a gold-trimmed dress."
435977,"Looking for a painting of a mother nursing her child, crafted on wood in the 1860s."
435977,Can you show me a piece involving themes of motherhood with an oil medium on wood?
435977,Are there any artworks similar to Northern French themes with a mother and child focus?
435977,Explore 19th century French paintings featuring women and infants on wood panels.
435977,Seeking a warm-toned painting of a mother and child admired in artistic circles.
437275,"""Who's the monk surrounded by writing tools like an inkwell and quills in a Renaissance oil painting?"""
437275,"""Looking for a painting of a monk with a book clasp and red wax, any suggestions?"""
437275,"""Are there any Renaissance paintings influenced by Sebastiano del Piombo showing monks writing?"""
437275,"""1500s Italian painting of a monk with quills, possibly from the Benedictine order?"""
437275,"""That painting with a somber monk and a package of letters, feels contemplative and serene"""
435883,Looking for a painting with apples and pears viewed from above and sideways.
435883,Show me an oil painting where fruit astonished Paris with its unique perspective.
435883,Is there a piece with the earthy tones of Provençal apples and pears on canvas?
435883,Find a late 19th-century painting capturing a table of ripe fruit in diverse views.
435883,I'm interested in a canvas with the dual golden hues of Beurré Diel pears.
670765,"What painting features a woman with flushed cheeks and an upturned gaze, holding a serpent elegantly on her arm?"
670765,"Looking for a Baroque piece where a historical figure dies by snake bite, with prominently depicted sensuality."
670765,Can you show me an artwork similar to Guido Reni's style but with an overtly sensual Cleopatra?
670765,Is there a 17th-century Italian canvas depicting a female subject with an exposed breast and a serpent?
670765,"Show me a dramatic painting with a woman in distress, capturing a mix of Baroque indulgence and elegance."
437392,"1. Looking for a portrait of a cabinetmaker, possibly on wood, with an emphasis on craftsmanship from 17th century Amsterdam."
437392,"2. Can you find a painting that portrays the theme of master artisans, captured with meticulous detail and using oil on wood?"
437392,"3. Show me a portrait similar in style to the 17th-century works of Dutch masters, focused on a skilled craftsman with intricate details."
437392,"4. Seeking a Dutch oil painting from the 1600s featuring a male artisan, known for using exotic hardwoods."
437392,"5. I'm interested in an oil on wood painting with warm tones depicting a male artisan, reflecting a respectful and detailed portrayal."
435744,Is there a painting from the 18th century where an infant has a glowing halo and a lamb is present?
435744,"Are there any works similar to Rococo style but with a distinct focus on religious symbolism, like the Eucharist grapes?"
435744,Show me oil paintings from 1765 featuring a divine mother and child theme with angelic figures.
435744,I'm interested in finding a serene artwork with a warm palette that includes angels and a spotlight effect on a central figure.
436990,Looking for the painting showing Saint Lawrence with hatch marks on a grill and a reverse scene of mercy.
436990,Can you show me a painting from the 15th century where giving water to the thirsty is depicted?
436990,Is there an oil-on-fir artwork that illustrates Saint Lawrence's suffering while using gold for a dramatic backdrop?
436990,Interested in a realistic portrayal of a martyrdom with a gold-ground technique typical of Salzburg art.
436990,"Show me a tense scene where shadows are used to enhance the sense of suffering, especially in a religious context."
